Agents,Rounds,Rating,Kpr,Deaths,Dpr,HsPerc,Tier
astra,26,0.68,0.42,18,0.69,42.65,A
omen,19,0.46,0.32,15,0.79,35.77,A
fade,26,1.21,0.69,16,0.62,47.12,B
sova,19,1.02,0.63,16,0.84,51.76,S
viper,45,0.77,0.6,39,0.87,37.17,B
vyse,45,0.72,0.51,37,0.82,36.67,A
yoru,45,0.72,0.58,35,0.78,52.19,B
breach,14,0.47,0.29,11,0.79,42.72,B
viper,19,0.54,0.42,16,0.84,33.72,B
cypher,33,0.87,0.61,27,0.82,43.88,S
fade,19,1.14,0.74,13,0.68,38.25,B
sova,14,0.56,0.29,11,0.79,32.85,S
neon,14,0.25,0.29,12,0.86,37.96,C
raze,19,0.1,0.11,15,0.79,19.47,A
omen,33,0.77,0.73,29,0.88,26.46,A
chamber,24,1.61,1.25,19,0.79,41.68,C
viper,52,1.1,0.79,37,0.71,34.12,B
fade,52,1.16,0.83,39,0.75,44.81,B
vyse,24,0.76,0.58,20,0.83,31.9,A
omen,76,0.8,0.51,52,0.68,28.36,A
sova,24,0.97,0.54,15,0.62,52.17,S
tejo,52,0.8,0.54,36,0.69,38.07,S
yoru,76,0.97,0.7,56,0.74,41.62,B
cypher,19,1.42,0.95,8,0.42,34.74,S
viper,26,0.8,0.58,14,0.54,37.12,B
viper,19,1.18,0.79,12,0.63,43.75,B
neon,19,1.45,1.0,10,0.53,36.55,C
omen,45,1.04,0.67,25,0.56,45.23,A
sova,45,1.07,0.8,27,0.6,38.39,S
cypher,24,0.61,0.5,19,0.79,36.35,S
vyse,39,0.73,0.46,28,0.72,34.03,A
fade,18,0.71,0.5,13,0.72,54.06,B
sova,45,1.11,0.58,25,0.56,41.21,S
neon,24,0.79,0.67,19,0.79,31.92,C
yoru,39,1.07,0.85,28,0.72,49.32,B
omen,63,0.94,0.59,40,0.63,31.09,A
fade,18,1.06,0.72,11,0.61,43.99,B
sova,45,0.86,0.53,28,0.62,24.66,S
killjoy,42,1.6,1.07,22,0.52,35.91,B
sage,21,1.19,0.9,14,0.67,45.21,A
omen,63,0.78,0.43,42,0.67,44.85,A
raze,18,1.39,0.78,7,0.39,46.05,A
yoru,45,1.31,0.84,26,0.58,42.83,B
viper,42,0.72,0.45,30,0.71,36.41,B
vyse,21,1.29,0.81,14,0.67,30.91,A
fade,52,0.96,0.71,34,0.65,36.14,B
sova,24,0.54,0.38,17,0.71,34.43,S
omen,76,1.14,0.82,54,0.71,50.98,A
raze,52,1.05,0.73,36,0.69,44.53,A
sage,24,0.81,0.67,18,0.75,26.6,A
vyse,76,0.83,0.58,54,0.71,42.71,A
yoru,76,1.29,0.89,48,0.63,40.78,B
fade,19,0.91,0.42,11,0.58,34.14,B
omen,14,1.03,0.5,5,0.36,47.01,A
killjoy,14,0.83,0.29,4,0.29,48.83,B
viper,19,1.51,0.89,9,0.47,52.59,B
neon,14,1.52,1.07,6,0.43,40.55,C
raze,19,1.5,1.0,11,0.58,42.89,A
omen,19,1.16,0.74,10,0.53,45.81,A
viper,14,1.38,1.07,11,0.79,52.18,B
sova,14,2.4,1.29,1,0.07,48.51,S
vyse,19,1.15,0.89,12,0.63,42.37,A
astra,30,0.97,0.53,15,0.5,32.45,A
omen,47,0.95,0.47,26,0.55,30.73,A
cypher,30,1.18,0.83,17,0.57,50.24,S
killjoy,17,1.56,0.88,5,0.29,57.33,B
viper,30,0.84,0.5,19,0.63,39.38,B
jett,30,1.45,1.07,15,0.5,54.73,S
neon,17,1.73,1.35,8,0.47,52.63,C
viper,17,1.2,0.94,10,0.59,39.52,B
sova,77,1.03,0.61,43,0.56,44.51,S
astra,23,0.83,0.39,14,0.61,51.32,A
omen,39,1.01,0.56,23,0.59,40.59,A
fade,45,0.79,0.51,30,0.67,52.26,B
sova,17,1.3,0.71,7,0.41,22.86,S
killjoy,39,0.91,0.59,26,0.67,47.12,B
tejo,23,1.0,0.57,14,0.61,41.52,S
raze,22,1.04,0.86,18,0.82,39.65,A
yoru,40,1.68,1.25,26,0.65,48.03,B
viper,62,1.27,0.95,41,0.66,28.32,B
brimstone,23,1.13,0.74,15,0.65,40.44,B
omen,22,0.93,0.68,18,0.82,43.1,A
fade,62,0.84,0.53,45,0.73,51.28,B
omen,17,0.71,0.53,13,0.76,35.07,A
raze,45,0.94,0.71,35,0.78,34.39,A
viper,23,1.25,0.78,12,0.52,39.63,B
vyse,39,0.93,0.72,29,0.74,48.6,A
yoru,62,0.73,0.56,47,0.76,42.15,B
harbor,30,0.79,0.6,23,0.77,35.6,C
omen,30,1.24,0.73,18,0.6,46.61,A
viper,17,0.61,0.65,15,0.88,40.24,B
omen,47,0.72,0.43,36,0.77,45.89,A
killjoy,17,0.64,0.47,15,0.88,32.04,B
viper,30,1.15,0.67,16,0.53,39.84,B
vyse,30,0.73,0.4,23,0.77,34.7,A
neon,17,0.42,0.35,15,0.88,24.75,C
yoru,30,1.08,0.67,19,0.63,44.03,B
sova,77,0.97,0.57,54,0.7,42.19,S
astra,18,0.4,0.17,13,0.72,35.98,A
omen,26,1.16,0.69,16,0.62,40.06,A
breach,18,0.92,0.61,14,0.78,28.54,B
vyse,26,1.05,0.69,16,0.62,38.57,A
cypher,18,0.59,0.5,15,0.83,35.62,S
sage,26,0.73,0.58,21,0.81,32.9,A
sova,44,0.88,0.59,33,0.75,38.61,S
yoru,26,1.21,0.88,22,0.85,45.23,B
harbor,18,1.07,0.78,11,0.61,58.01,C
omen,26,1.19,0.73,17,0.65,43.5,A
jett,26,0.66,0.58,20,0.77,41.7,S
yoru,18,1.23,0.89,11,0.61,43.42,B
omen,18,1.03,0.61,10,0.56,26.27,A
sova,44,1.18,0.77,27,0.61,42.61,S
vyse,44,1.31,0.89,22,0.5,45.38,A
astra,44,0.7,0.39,32,0.73,57.77,A
omen,58,0.66,0.36,41,0.71,36.38,A
breach,28,0.91,0.61,19,0.68,43.07,B
cypher,18,1.0,0.72,15,0.83,40.28,S
viper,35,0.82,0.51,27,0.77,29.59,B
vyse,21,0.98,0.86,16,0.76,51.66,A
cypher,28,0.86,0.5,17,0.61,46.14,S
killjoy,19,0.88,0.58,13,0.68,46.69,B
neon,18,1.04,0.89,15,0.83,34.98,C
sage,21,1.44,1.1,14,0.67,56.86,A
vyse,16,0.41,0.5,16,1.0,25.79,A
fade,53,0.6,0.43,43,0.81,42.51,B
sova,49,1.23,0.73,31,0.63,59.78,S
raze,19,1.34,1.11,15,0.79,36.86,A
yoru,55,1.12,0.82,41,0.75,37.67,B
breach,18,1.71,1.28,12,0.67,48.24,B
fade,19,0.89,0.68,12,0.63,37.73,B
omen,28,1.0,0.61,16,0.57,29.13,A
cypher,18,1.19,0.83,9,0.5,44.85,S
viper,35,1.1,0.66,17,0.49,34.18,B
vyse,49,1.03,0.78,34,0.69,46.07,A
harbor,28,0.53,0.46,22,0.79,30.92,C
omen,74,0.99,0.68,51,0.69,53.68,A
jett,21,0.8,0.48,14,0.67,33.17,S
neon,18,0.74,0.67,14,0.78,37.88,C
raze,19,1.27,1.05,13,0.68,51.57,A
yoru,28,0.82,0.54,18,0.64,30.43,B
sova,83,1.32,0.84,48,0.58,45.58,S
vyse,19,1.04,0.74,13,0.68,52.42,A
astra,22,1.0,0.73,16,0.73,28.6,A
omen,33,0.78,0.45,22,0.67,40.62,A
cypher,33,1.04,0.79,22,0.67,44.62,S
deadlock,22,1.23,0.91,15,0.68,49.91,C
fade,16,1.34,0.88,7,0.44,35.38,B
gekko,22,1.26,0.82,13,0.59,32.92,A
sova,17,0.69,0.47,14,0.82,42.32,S
jett,17,0.94,0.59,14,0.82,41.72,S
raze,38,0.9,0.63,28,0.74,42.38,A
viper,38,1.21,0.79,22,0.58,46.03,B
astra,23,0.85,0.61,16,0.7,35.06,A
brimstone,20,1.29,0.8,14,0.7,44.26,B
omen,20,1.16,0.5,8,0.4,44.14,A
chamber,23,0.99,0.74,18,0.78,35.45,C
deadlock,20,0.44,0.4,17,0.85,52.13,C
viper,20,0.99,0.55,13,0.65,44.09,B
fade,40,0.76,0.33,24,0.6,28.97,B
sova,23,0.94,0.65,15,0.65,46.55,S
tejo,63,0.98,0.68,43,0.68,33.56,S
yoru,63,1.1,0.9,48,0.76,49.22,B
brimstone,20,1.6,1.05,10,0.5,55.77,B
omen,43,1.13,0.84,30,0.7,36.23,A
cypher,23,0.41,0.26,14,0.61,45.43,S
viper,20,1.07,0.7,11,0.55,45.9,B
vyse,20,0.97,0.75,15,0.75,48.08,A
fade,40,0.67,0.43,27,0.68,54.03,B
sova,23,0.73,0.39,16,0.7,36.34,S
yoru,63,1.09,0.79,42,0.67,36.51,B
brimstone,22,1.08,0.73,14,0.64,35.06,B
omen,33,0.71,0.33,22,0.67,31.41,A
chamber,16,0.92,0.63,11,0.69,40.16,C
jett,17,1.12,0.76,8,0.47,46.57,S
yoru,22,0.85,0.73,18,0.82,42.95,B
cypher,17,1.06,0.65,8,0.47,49.36,S
deadlock,16,0.65,0.56,15,0.94,38.18,C
viper,22,0.89,0.55,17,0.77,50.97,B
fade,38,0.73,0.53,33,0.87,36.22,B
sova,17,1.84,1.35,8,0.47,71.5,S
raze,16,0.72,0.69,14,0.88,44.87,A
yoru,17,1.26,1.0,11,0.65,37.94,B
brimstone,22,1.2,0.95,17,0.77,34.77,B
omen,41,1.23,0.78,27,0.66,46.38,A
fade,39,1.19,0.79,23,0.59,41.39,B
sova,24,0.85,0.54,15,0.62,46.15,S
raze,39,0.89,0.72,29,0.74,45.07,A
sage,24,0.76,0.54,16,0.67,39.46,A
viper,22,0.91,0.68,16,0.73,34.19,B
vyse,41,1.39,0.9,23,0.56,32.4,A
yoru,63,1.06,0.75,42,0.67,38.57,B
brimstone,23,1.03,0.48,11,0.48,47.81,B
omen,51,0.85,0.51,34,0.67,41.45,A
cypher,23,0.98,0.61,15,0.65,30.93,S
viper,23,0.79,0.61,16,0.7,41.89,B
vyse,28,1.14,0.82,17,0.61,46.4,A
fade,23,0.93,0.52,13,0.57,33.57,B
sova,51,1.2,0.76,30,0.59,44.11,S
neon,23,0.47,0.52,21,0.91,38.39,C
yoru,51,1.12,0.84,35,0.69,33.74,B
brimstone,23,0.88,0.43,15,0.65,41.96,B
omen,51,0.93,0.53,33,0.65,44.59,A
cypher,23,1.27,0.78,11,0.48,52.62,S
viper,23,1.07,0.74,14,0.61,50.95,B
vyse,28,1.16,0.79,18,0.64,31.76,A
fade,23,0.84,0.48,14,0.61,32.42,B
sova,51,1.0,0.63,32,0.63,45.38,S
jett,28,1.38,1.0,19,0.68,48.67,S
neon,23,1.45,1.09,15,0.65,49.82,C
raze,23,1.36,1.0,17,0.74,74.9,A
viper,23,1.02,0.7,15,0.65,46.37,B
yoru,23,0.76,0.43,14,0.61,48.5,B
brimstone,22,0.88,0.59,17,0.77,47.37,B
omen,41,0.84,0.54,32,0.78,44.37,A
chamber,17,0.73,0.47,12,0.71,36.5,C
jett,24,1.27,1.0,19,0.79,49.75,S
yoru,22,1.55,1.14,16,0.73,39.38,B
cypher,24,0.64,0.38,16,0.67,36.55,S
deadlock,17,1.02,0.65,14,0.82,36.06,C
viper,22,0.9,0.59,14,0.64,41.43,B
fade,39,1.02,0.72,29,0.74,59.8,B
sova,24,1.16,0.79,17,0.71,27.28,S
raze,17,0.66,0.59,16,0.94,43.87,A
yoru,24,0.85,0.54,17,0.71,26.82,B
fade,21,1.23,0.67,10,0.48,39.08,B
sova,28,0.95,0.57,18,0.64,49.29,S
omen,49,1.23,0.65,24,0.49,43.09,A
raze,21,1.13,0.9,13,0.62,35.42,A
vyse,49,1.09,0.65,28,0.57,36.22,A
yoru,49,0.92,0.63,35,0.71,46.06,B
fade,21,0.24,0.19,17,0.81,29.58,B
sova,28,0.87,0.46,18,0.64,41.21,S
omen,49,0.74,0.53,37,0.76,39.58,A
raze,21,1.26,0.95,15,0.71,38.61,A
sage,28,1.26,1.0,19,0.68,61.71,A
vyse,49,0.97,0.57,35,0.71,45.09,A
yoru,49,0.68,0.57,39,0.8,23.1,B
astra,33,1.3,0.67,12,0.36,45.31,A
omen,45,0.72,0.42,32,0.71,33.23,A
breach,21,0.4,0.29,18,0.86,42.84,B
viper,57,1.45,0.89,33,0.58,37.92,B
fade,54,1.32,0.83,28,0.52,43.22,B
sova,24,1.01,0.83,11,0.46,48.66,S
killjoy,24,0.84,0.63,16,0.67,47.87,B
tejo,17,0.72,0.35,8,0.47,30.14,S
vyse,37,1.28,0.89,23,0.62,41.26,A
neon,21,0.92,0.67,16,0.76,36.82,C
yoru,57,1.27,0.79,33,0.58,38.03,B
brimstone,17,1.04,0.65,11,0.65,55.42,B
omen,61,0.67,0.43,41,0.67,42.18,A
cypher,45,1.29,0.56,26,0.58,30.87,S
viper,17,0.64,0.47,15,0.88,45.0,B
vyse,16,0.57,0.44,12,0.75,55.38,A
fade,33,0.8,0.55,24,0.73,47.92,B
sova,45,0.84,0.69,27,0.6,29.95,S
yoru,78,0.83,0.67,59,0.76,36.75,B
breach,39,1.15,0.64,19,0.49,52.62,B
viper,19,0.61,0.37,13,0.68,32.6,B
cypher,39,1.03,0.69,21,0.54,46.13,S
vyse,19,0.74,0.53,16,0.84,44.78,A
fade,19,0.78,0.47,14,0.74,31.36,B
sova,39,1.62,1.08,22,0.56,45.84,S
neon,39,1.01,0.85,28,0.72,16.81,C
yoru,19,0.85,0.53,12,0.63,32.06,B
omen,58,0.8,0.62,42,0.72,38.42,A
breach,17,0.53,0.41,15,0.88,27.08,B
killjoy,22,0.75,0.55,16,0.73,52.72,B
vyse,19,0.96,0.47,8,0.42,29.9,A
cypher,17,1.37,0.94,14,0.82,39.32,S
viper,41,1.21,0.73,21,0.51,44.27,B
fade,36,1.34,0.75,21,0.58,54.39,B
sova,22,0.57,0.5,19,0.86,26.63,S
neon,58,0.95,0.79,46,0.79,50.89,C
omen,58,0.76,0.5,39,0.67,39.72,A
brimstone,22,1.17,0.82,13,0.59,35.63,B
omen,18,1.59,1.28,12,0.67,51.14,A
fade,22,0.88,0.55,13,0.59,42.37,B
viper,18,0.39,0.33,13,0.72,32.74,B
raze,40,1.32,0.98,27,0.68,44.92,A
sage,18,0.87,0.61,11,0.61,38.14,A
viper,22,0.94,0.64,14,0.64,42.19,B
sova,18,1.57,1.06,11,0.61,51.02,S
yoru,22,1.63,0.95,12,0.55,57.79,B
brimstone,22,0.92,0.64,16,0.73,30.66,B
sova,18,0.5,0.33,14,0.78,54.12,S
cypher,18,0.97,0.72,14,0.78,25.34,S
viper,22,0.49,0.36,18,0.82,35.83,B
gekko,22,0.57,0.59,19,0.86,43.73,A
omen,18,0.7,0.56,16,0.89,40.73,A
neon,18,1.31,1.0,14,0.78,38.78,C
skye,22,0.84,0.77,20,0.91,38.76,C
raze,22,0.98,0.64,16,0.73,36.62,A
yoru,18,0.94,0.72,16,0.89,35.37,B
breach,19,0.87,0.63,17,0.89,45.98,B
viper,23,0.85,0.52,16,0.7,42.46,B
cypher,66,1.05,0.7,46,0.7,35.86,S
fade,23,0.88,0.48,16,0.7,46.4,B
sova,43,0.99,0.6,30,0.7,42.86,S
jett,24,1.54,1.08,14,0.58,52.66,S
neon,19,0.72,0.58,16,0.84,44.12,C
raze,23,0.75,0.65,17,0.74,33.95,A
omen,66,0.88,0.61,51,0.77,35.46,A
fade,23,0.97,0.43,12,0.52,46.12,B
sova,24,0.86,0.58,18,0.75,44.68,S
viper,19,1.02,0.74,10,0.53,42.99,B
omen,66,0.85,0.61,48,0.73,41.2,A
raze,42,1.31,0.98,28,0.67,54.66,A
sage,24,0.87,0.58,16,0.67,35.71,A
sage,19,1.06,0.53,8,0.42,46.32,A
vyse,47,1.04,0.7,28,0.6,40.58,A
sova,19,1.59,1.11,8,0.42,46.0,S
yoru,47,1.13,0.89,33,0.7,52.09,B
astra,23,0.97,0.57,16,0.7,46.7,A
omen,45,0.95,0.53,26,0.58,47.17,A
cypher,24,1.49,0.96,13,0.54,55.72,S
omen,23,0.96,0.7,18,0.78,40.93,A
viper,21,1.59,1.14,11,0.52,52.7,B
deadlock,24,0.87,0.63,15,0.62,38.86,C
jett,23,0.76,0.43,14,0.61,42.01,S
killjoy,21,1.48,1.1,11,0.52,45.8,B
fade,24,0.94,0.58,15,0.62,41.62,B
sova,44,0.98,0.52,26,0.59,45.24,S
neon,21,1.14,0.9,14,0.67,37.09,C
sage,24,1.07,0.75,14,0.58,59.6,A
yoru,23,0.85,0.61,17,0.74,32.13,B
astra,23,0.91,0.65,13,0.57,32.23,A
omen,45,0.77,0.51,33,0.73,48.52,A
fade,24,0.74,0.54,18,0.75,45.73,B
omen,23,1.26,0.83,14,0.61,48.41,A
sova,21,0.58,0.43,19,0.9,42.13,S
jett,23,0.88,0.61,17,0.74,40.08,S
neon,21,0.65,0.52,19,0.9,30.82,C
raze,24,1.43,0.96,18,0.75,44.21,A
killjoy,21,0.63,0.43,16,0.76,32.8,B
vyse,24,0.77,0.63,19,0.79,47.78,A
sova,23,1.02,0.57,12,0.52,40.36,S
viper,45,1.06,0.58,28,0.62,34.24,B
astra,26,0.98,0.62,19,0.73,37.79,A
omen,23,0.61,0.39,17,0.74,41.28,A
cypher,23,0.99,0.61,14,0.61,36.71,S
deadlock,26,0.98,0.69,20,0.77,34.16,C
gekko,26,0.83,0.62,21,0.81,41.67,A
sova,23,1.14,0.74,15,0.65,44.16,S
jett,23,1.62,1.17,12,0.52,43.48,S
raze,26,1.46,1.04,19,0.73,40.79,A
viper,26,0.57,0.35,19,0.73,39.52,B
brimstone,26,1.38,0.88,15,0.58,32.58,B
sova,23,1.2,0.61,12,0.52,30.68,S
cypher,23,0.6,0.43,18,0.78,32.31,S
viper,26,1.09,0.92,19,0.73,41.65,B
gekko,26,0.72,0.42,18,0.69,41.17,A
omen,23,0.49,0.35,17,0.74,49.38,A
jett,23,0.8,0.7,20,0.87,46.9,S
skye,26,1.02,0.73,14,0.54,41.7,C
astra,20,1.96,1.2,8,0.4,48.65,A
omen,23,0.98,0.52,14,0.61,32.3,A
breach,20,1.4,0.95,10,0.5,45.35,B
vyse,23,1.86,1.09,11,0.48,44.75,A
cypher,20,1.29,1.0,12,0.6,47.78,S
sage,23,1.24,0.78,15,0.65,35.98,A
sova,43,0.78,0.42,29,0.67,42.99,S
yoru,23,0.61,0.39,15,0.65,50.96,B
breach,15,0.43,0.33,12,0.8,36.03,B
deadlock,22,1.06,0.59,12,0.55,44.71,C
cypher,15,0.42,0.33,10,0.67,43.46,S
viper,22,1.01,0.64,16,0.73,37.35,B
neon,37,0.52,0.49,33,0.89,39.57,C
omen,37,0.6,0.43,31,0.84,37.68,A
sova,37,1.04,0.65,29,0.78,41.04,S
cypher,43,0.64,0.49,32,0.74,32.8,S
jett,20,0.61,0.5,15,0.75,39.2,S
yoru,23,1.05,0.87,17,0.74,46.76,B
sova,23,1.35,0.87,15,0.65,55.11,S
omen,43,0.61,0.42,32,0.74,45.95,A
sova,20,0.87,0.6,15,0.75,57.23,S
tejo,23,0.55,0.39,16,0.7,32.16,S
viper,15,1.09,0.8,8,0.53,50.74,B
killjoy,15,1.24,0.8,7,0.47,45.71,B
viper,22,1.04,0.73,14,0.64,59.7,B
neon,15,1.56,0.87,6,0.4,39.03,C
omen,37,0.93,0.46,19,0.51,33.8,A
sova,37,1.44,0.95,16,0.43,41.26,S
astra,38,0.83,0.42,26,0.68,21.77,A
omen,23,0.89,0.43,12,0.52,35.93,A
breach,20,0.71,0.45,12,0.6,33.63,B
viper,41,1.08,0.63,28,0.68,42.06,B
cypher,20,1.25,1.0,13,0.65,47.53,S
killjoy,23,0.91,0.65,15,0.65,56.31,B
tejo,18,1.0,0.67,14,0.78,48.06,S
fade,18,0.93,0.78,16,0.89,36.06,B
sova,43,1.15,0.67,25,0.58,34.87,S
yoru,41,1.07,0.78,27,0.66,46.46,B
astra,20,0.61,0.3,13,0.65,27.24,A
brimstone,18,0.89,0.61,13,0.72,54.99,B
omen,23,1.16,0.78,15,0.65,52.04,A
cypher,20,0.55,0.55,17,0.85,34.95,S
killjoy,23,0.63,0.43,14,0.61,25.71,B
viper,18,1.32,0.89,9,0.5,55.73,B
fade,18,1.15,0.72,11,0.61,41.4,B
sova,43,0.83,0.56,29,0.67,50.14,S
jett,20,1.23,1.05,15,0.75,31.74,S
neon,23,0.74,0.61,18,0.78,35.06,C
raze,18,1.39,1.06,10,0.56,46.16,A
viper,23,1.15,0.74,13,0.57,43.22,B
yoru,18,1.14,0.83,10,0.56,40.22,B
breach,20,0.91,0.35,10,0.5,44.48,B
omen,38,1.08,0.74,26,0.68,33.42,A
cypher,20,1.45,1.3,15,0.75,45.86,S
vyse,38,0.81,0.58,27,0.71,41.08,A
fade,21,1.06,0.62,14,0.67,44.96,B
sova,37,1.18,0.76,24,0.65,48.09,S
harbor,17,0.62,0.47,16,0.94,28.18,C
omen,20,1.23,0.45,7,0.35,29.43,A
viper,21,0.54,0.48,19,0.9,47.82,B
neon,20,0.98,0.65,14,0.7,43.56,C
raze,21,0.83,0.62,17,0.81,33.73,A
yoru,17,0.24,0.29,16,0.94,47.79,B
breach,20,0.91,0.6,13,0.65,41.73,B
omen,21,1.16,0.71,13,0.62,51.57,A
sova,17,1.01,0.41,8,0.47,40.88,S
cypher,37,0.98,0.62,21,0.57,58.13,S
viper,21,1.14,0.76,13,0.62,56.68,B
fade,41,0.74,0.63,32,0.78,38.07,B
jett,17,2.08,1.53,10,0.59,58.35,S
yoru,21,0.78,0.62,13,0.62,46.4,B
omen,37,1.14,0.68,22,0.59,53.03,A
raze,21,1.31,1.0,14,0.67,36.92,A
astra,18,1.44,0.83,8,0.44,50.27,A
omen,18,0.85,0.44,8,0.44,49.35,A
cypher,18,1.15,0.78,11,0.61,28.85,S
viper,18,1.34,0.72,8,0.44,34.21,B
jett,18,1.43,0.94,6,0.33,30.45,S
sova,36,1.09,0.61,19,0.53,39.7,S
cypher,18,1.08,0.83,14,0.78,47.8,S
viper,18,0.52,0.44,14,0.78,50.18,B
fade,18,0.82,0.56,13,0.72,40.43,B
jett,18,1.15,0.83,13,0.72,55.57,S
neon,18,0.94,0.67,14,0.78,29.42,C
omen,18,0.72,0.44,14,0.78,24.53,A
omen,18,0.59,0.33,15,0.83,36.22,A
sova,18,0.65,0.33,14,0.78,40.13,S
brimstone,23,1.23,0.74,10,0.43,43.7,B
omen,21,1.4,0.81,10,0.48,27.72,A
cypher,21,0.94,0.62,14,0.67,40.13,S
viper,23,0.84,0.52,13,0.57,30.2,B
fade,23,1.2,0.83,13,0.57,49.1,B
sova,21,0.81,0.43,13,0.62,42.27,S
yoru,44,1.18,0.84,26,0.59,36.16,B
brimstone,23,1.14,0.65,15,0.65,37.19,B
omen,21,1.15,0.81,17,0.81,33.15,A
cypher,21,0.52,0.14,12,0.57,36.34,S
viper,23,1.11,0.61,13,0.57,49.18,B
gekko,23,0.51,0.26,19,0.83,28.07,A
sova,21,1.0,0.57,14,0.67,44.37,S
jett,21,0.95,0.81,16,0.76,37.78,S
raze,23,0.73,0.57,19,0.83,32.72,A
skye,23,0.79,0.57,16,0.7,39.24,C
fade,24,0.97,0.63,17,0.71,32.34,B
sova,32,0.97,0.63,22,0.69,36.35,S
neon,56,0.71,0.61,47,0.84,29.8,C
omen,56,1.23,0.82,34,0.61,59.04,A
sage,32,0.85,0.66,25,0.78,40.64,A
viper,24,0.94,0.58,16,0.67,34.84,B
yoru,56,1.09,0.82,43,0.77,43.75,B
harbor,32,0.81,0.56,24,0.75,38.7,C
omen,24,1.3,0.96,17,0.71,42.15,A
omen,32,1.02,0.63,22,0.69,45.69,A
sova,56,0.88,0.55,39,0.7,45.96,S
yoru,32,1.23,0.97,24,0.75,39.46,B
viper,24,1.29,0.79,15,0.62,38.33,B
vyse,32,1.15,0.88,21,0.66,41.32,A
cypher,17,1.35,0.82,7,0.41,26.5,S
viper,24,0.73,0.54,16,0.67,27.92,B
vyse,24,0.49,0.33,18,0.75,48.23,A
fade,48,1.07,0.77,32,0.67,55.5,B
sova,17,1.04,0.71,11,0.65,39.91,S
neon,17,1.22,0.88,11,0.65,48.21,C
yoru,48,1.34,1.06,36,0.75,47.09,B
omen,65,0.79,0.4,40,0.62,63.67,A
fade,24,1.07,0.58,13,0.54,50.44,B
omen,17,0.66,0.35,13,0.76,36.4,A
killjoy,17,1.05,0.88,13,0.76,35.08,B
viper,48,1.0,0.58,30,0.62,27.99,B
neon,17,0.96,0.82,15,0.88,42.79,C
raze,24,0.96,0.79,22,0.92,34.49,A
omen,48,1.08,0.69,34,0.71,29.84,A
viper,17,0.75,0.47,13,0.76,33.45,B
sova,41,0.87,0.46,27,0.66,30.67,S
vyse,24,1.65,1.17,15,0.62,60.24,A
astra,19,0.59,0.37,15,0.79,44.43,A
cypher,16,1.18,0.56,5,0.31,43.06,S
viper,28,0.92,0.68,17,0.61,53.76,B
breach,16,1.28,0.88,9,0.56,44.94,B
tejo,28,0.85,0.64,21,0.75,33.51,S
brimstone,28,1.18,0.79,21,0.75,54.08,B
omen,35,0.93,0.57,26,0.74,44.09,A
fade,28,0.96,0.57,17,0.61,32.52,B
sova,35,1.07,0.66,20,0.57,40.52,S
neon,16,1.75,1.38,9,0.56,42.32,C
yoru,47,0.73,0.62,38,0.81,28.66,B
brimstone,28,0.9,0.61,21,0.75,47.51,B
fade,16,0.86,0.63,13,0.81,55.1,B
sova,19,0.91,0.47,9,0.47,29.75,S
cypher,35,1.27,0.94,20,0.57,49.34,S
viper,28,1.45,0.96,17,0.61,39.51,B
fade,28,0.91,0.57,18,0.64,36.68,B
omen,16,0.86,0.56,14,0.88,33.82,A
jett,19,1.05,0.89,14,0.74,36.07,S
yoru,44,0.94,0.64,31,0.7,41.19,B
omen,19,0.9,0.58,10,0.53,34.91,A
raze,44,0.66,0.5,35,0.8,40.76,A
cypher,20,0.93,0.65,13,0.65,40.9,S
vyse,21,0.82,0.43,11,0.52,38.23,A
fade,21,0.85,0.48,11,0.52,33.38,B
sova,20,0.86,0.5,11,0.55,35.99,S
omen,41,1.2,0.76,23,0.56,49.16,A
yoru,41,1.3,0.98,26,0.63,48.77,B
cypher,20,0.65,0.55,17,0.85,30.88,S
fade,21,0.76,0.52,16,0.76,39.91,B
jett,20,1.08,0.8,14,0.7,48.41,S
neon,21,0.88,0.43,12,0.57,26.38,C
omen,41,1.24,0.88,31,0.76,47.07,A
sova,20,0.89,0.6,15,0.75,34.7,S
vyse,21,1.05,0.48,13,0.62,44.4,A
astra,23,1.11,0.43,10,0.43,34.75,A
omen,23,1.08,0.57,15,0.65,26.06,A
chamber,23,1.35,1.0,16,0.7,31.38,C
viper,23,0.6,0.22,11,0.48,38.74,B
deadlock,23,0.95,0.61,16,0.7,42.58,C
vyse,23,1.59,1.09,13,0.57,39.11,A
fade,46,1.32,0.89,29,0.63,48.97,B
raze,23,1.1,0.74,15,0.65,28.91,A
yoru,23,1.25,1.0,17,0.74,43.55,B
breach,28,1.24,0.89,18,0.64,34.09,B
fade,30,1.11,0.8,19,0.63,37.75,B
cypher,30,1.0,0.6,21,0.7,40.78,S
vyse,28,1.02,0.75,16,0.57,36.06,A
neon,30,0.77,0.6,24,0.8,36.52,C
omen,58,0.74,0.55,43,0.74,47.63,A
yoru,58,1.31,0.91,44,0.76,38.4,B
cypher,30,1.34,0.97,20,0.67,51.03,S
vyse,28,0.84,0.57,23,0.82,30.1,A
fade,28,0.86,0.57,20,0.71,44.26,B
sova,30,0.79,0.53,21,0.7,51.23,S
neon,58,1.05,0.83,43,0.74,22.61,C
omen,58,1.16,0.76,42,0.72,35.46,A
yoru,58,0.92,0.66,41,0.71,45.54,B
cypher,23,1.03,0.65,15,0.65,39.68,S
viper,23,1.18,0.91,18,0.78,45.83,B
